key,namespace_l2,locale_count,sample_value,locales
crm.contentCal.crm.aiSegChurnInsight,crm.contentCal,12,Send re-engagement discount immediately.,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.btnEmailMkt,crm.contentCal,12,📧 Email Marketing,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.btnJourney,crm.contentCal,12,🗺️ Customer Journey Integration,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.actPurchase,crm.contentCal,12,Purchase,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.unitTimes,crm.contentCal,12,times,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.exportCsv,crm.contentCal,12,Export CSV,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.connectedChannels,crm.contentCal,12,Connected Channels,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.noConnectedChannels,crm.contentCal,12,No channels connected. Register API keys in the Integration Hub.,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.goIntegrationHub,crm.contentCal,12,Go to Integration Hub,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.liveSyncStatus,crm.contentCal,12,Real-time cross-tab sync active — data from all menus is reflected in real-time.,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.secLockTitle,crm.contentCal,12,Security Alert Detected,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.secLockDesc,crm.contentCal,12,Abnormal access detected and blocked. Please try again shortly.,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.deleteConfirm,crm.contentCal,12,Are you sure you want to delete this customer?,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.editCustomer,crm.contentCal,12,Edit Customer,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.deleteCustomer,crm.contentCal,12,Delete,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.prev,crm.contentCal,12,Previous,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.next,crm.contentCal,12,Next,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.dateFilter,crm.contentCal,12,Date Filter,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.dateFrom,crm.contentCal,12,Start Date,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.dateTo,crm.contentCal,12,End Date,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.allPeriod,crm.contentCal,12,All Period,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.syncNow,crm.contentCal,12,Sync Now,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.validationNameCategory,crm.contentCal,12,Validation Name Category,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.validationBox,crm.contentCal,12,Validation Box,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.validationPl,crm.contentCal,12,Validation Pl,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.registerProduct,crm.contentCal,12,Register Product,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.basicInfo,crm.contentCal,12,Basic Info,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.productNameLabel,crm.contentCal,12,Product Name Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.productNamePh,crm.contentCal,12,Product Name Ph,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.skuLabel,crm.contentCal,12,Sku Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.skuPh,crm.contentCal,12,Sku Ph,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.categoryLabel,crm.contentCal,12,Category Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.specLabel,crm.contentCal,12,Spec Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.specPh,crm.contentCal,12,Spec Ph,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.unitSelection,crm.contentCal,12,Unit Selection,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.boxDetailsTitle,crm.contentCal,12,Box Details Title,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.qtyPerBoxLabel,crm.contentCal,12,Qty Per Box Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.palletDetailsTitle,crm.contentCal,12,Pallet Details Title,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.boxPerPlLabel,crm.contentCal,12,Box Per Pl Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.productImage,crm.contentCal,12,Product Image,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.uploadImage,crm.contentCal,12,Upload Image,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.removeImage,crm.contentCal,12,Remove Image,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.pricing,crm.contentCal,12,Pricing,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.salePriceLabel,crm.contentCal,12,Sale Price Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.comparePriceLabel,crm.contentCal,12,Compare Price Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.costStructure,crm.contentCal,12,Cost Structure,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.purchaseCostLabel,crm.contentCal,12,Purchase Cost Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.ioFeeLabel,crm.contentCal,12,Io Fee Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.storageFeeLabel,crm.contentCal,12,Storage Fee Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.handlingFeeLabel,crm.contentCal,12,Handling Fee Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.shippingFeeLabel,crm.contentCal,12,Shipping Fee Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.productCostAuto,crm.contentCal,12,Product Cost Auto,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.initialStock,crm.contentCal,12,Initial Stock,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.stockQtyUnit,crm.contentCal,12,Stock Qty Unit,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.cancel,crm.contentCal,12,Cancel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.save,crm.contentCal,12,Save,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.registerToChannel,crm.contentCal,12,Register To Channel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.selectChannelStep,crm.contentCal,12,Select Channel Step,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.setPriceStep,crm.contentCal,12,Set Price Step,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.approveRegisterStep,crm.contentCal,12,Approve Register Step,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.selectedProductCount,crm.contentCal,12,Selected Product Count,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.avgProductCost,crm.contentCal,12,Avg Product Cost,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.registerToChannelAction,crm.contentCal,12,Register To Channel Action,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.registerToChannelDesc,crm.contentCal,12,Register To Channel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.unregisterChannelAction,crm.contentCal,12,Unregister Channel Action,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.unregisterChannelDesc,crm.contentCal,12,Unregister Channel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.targetChannel,crm.contentCal,12,Target Channel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.selectAllBtn,crm.contentCal,12,Select All,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.deselectAllBtn,crm.contentCal,12,Deselect All,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.channelsSelected,crm.contentCal,12,Channels Selected,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.cancelBtn,crm.contentCal,12,Cancel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.nextSetPriceBtn,crm.contentCal,12,Next Set Price,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.productsUnregister,crm.contentCal,12,Products Unregister,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.channelPriceRecommendTitle,crm.contentCal,12,Channel Price Recommend Title,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.channelPriceRecommendDesc,crm.contentCal,12,Channel Price Recommend,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.channelPriceAdjustDesc,crm.contentCal,12,Channel Price Adjust,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colChannels,crm.contentCal,12,Channels,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colRegionLabel,crm.contentCal,12,Region Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colCommission,crm.contentCal,12,Commission,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colTax,crm.contentCal,12,Tax,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colMarginPct,crm.contentCal,12,Margin Pct,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.productCostTotal,crm.contentCal,12,Product Cost Total,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colRecommendedPrice,crm.contentCal,12,Recommended Price,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colOverrideLabel,crm.contentCal,12,Override Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.actualMarginLabel,crm.contentCal,12,Actual Margin Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.backBtn,crm.contentCal,12,Back,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.nextApproveBtn,crm.contentCal,12,Next Approve,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.finalReviewTitle,crm.contentCal,12,Final Review Title,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.channelFinalSummary,crm.contentCal,12,Channel Final Summary,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.commissionTaxLabel,crm.contentCal,12,Commission Tax Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.estProfitLabel,crm.contentCal,12,Est Profit Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colSalePrice,crm.contentCal,12,Sale Price,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.managerApprovalText,crm.contentCal,12,Manager Approval Text,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.approvalNoteText,crm.contentCal,12,Approval Note Text,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.registerDoneMsg,crm.contentCal,12,Register Done,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.registeringMsg,crm.contentCal,12,Registering,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.registerRunMsg,crm.contentCal,12,Register Run,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.bulkPriceEdit,crm.contentCal,12,Bulk Price Edit,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.priceEditMethodTitle,crm.contentCal,12,Price Edit Method Title,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.fixedPriceLabel,crm.contentCal,12,Fixed Price Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.fixedPriceDesc,crm.contentCal,12,Fixed Price,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.markupLabel,crm.contentCal,12,Markup Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.markupDesc,crm.contentCal,12,Markup,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.discountLabel,crm.contentCal,12,Discount Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.discountDesc,crm.contentCal,12,Discount,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.fixedPricePh,crm.contentCal,12,Fixed Price Ph,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.markupPh,crm.contentCal,12,Markup Ph,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.discountPh,crm.contentCal,12,Discount Ph,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.changePreview,crm.contentCal,12,Change Preview,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.applyChannel,crm.contentCal,12,Apply Channel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.priceEditDoneMsg,crm.contentCal,12,Price Edit Done,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.processing,crm.contentCal,12,Processing,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.priceEditApply,crm.contentCal,12,Price Edit Apply,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.registerDoneToast,crm.contentCal,12,Register Done Toast,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.disconnectDoneToast,crm.contentCal,12,Disconnect Done Toast,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.priceEditDoneToast,crm.contentCal,12,Price Edit Done Toast,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.csvExportDone,crm.contentCal,12,Csv Export Done,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.csvImportEmpty,crm.contentCal,12,Csv Import Empty,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.csvImportDone,crm.contentCal,12,Csv Import Done,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.csvImportError,crm.contentCal,12,Csv Import Error,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.excelImportEmpty,crm.contentCal,12,Excel Import Empty,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.excelImportDone,crm.contentCal,12,Excel Import Done,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.excelImportError,crm.contentCal,12,Excel Import Error,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.excelExportDone,crm.contentCal,12,Excel Export Done,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.templateDownloaded,crm.contentCal,12,Template Downloaded,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.statusError,crm.contentCal,12,Error,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.searchPlaceholder,crm.contentCal,12,Search Placeholder,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.allChannel,crm.contentCal,12,All Channel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.allStatus,crm.contentCal,12,All Status,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.statusNormal,crm.contentCal,12,Status Normal,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.statusWarning,crm.contentCal,12,Status Warning,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.productCount,crm.contentCal,12,Product Count,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.excelTemplate,crm.contentCal,12,Excel Template,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.excelExport,crm.contentCal,12,Excel Export,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.excelImport,crm.contentCal,12,Excel Import,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.csvExport,crm.contentCal,12,Csv Export,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.csvImport,crm.contentCal,12,Csv Import,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.addProduct,crm.contentCal,12,Add Product,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.selectedProducts,crm.contentCal,12,Selected Products,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.bulkRegisterBtn,crm.contentCal,12,Bulk Register,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.bulkPriceEditBtn,crm.contentCal,12,Bulk Price Edit,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.deselectAll,crm.contentCal,12,Deselect All,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.salePriceCol,crm.contentCal,12,Sale Price,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colPurchaseCost,crm.contentCal,12,Purchase Cost,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colProductCost,crm.contentCal,12,Product Cost,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colMargin,crm.contentCal,12,Margin,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colImage,crm.contentCal,12,Image,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colProductName,crm.contentCal,12,Product Name,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colCategory,crm.contentCal,12,Category,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colSpec,crm.contentCal,12,Spec,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colUnit,crm.contentCal,12,Unit,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colStock,crm.contentCal,12,Stock,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colSync,crm.contentCal,12,Sync,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colStatus,crm.contentCal,12,Status,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.change,crm.contentCal,12,Change,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.notIntegrated,crm.contentCal,12,Not Integrated,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.notSynced,crm.contentCal,12,Not Synced,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.prevPage,crm.contentCal,12,Prev Page,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.optionColor,crm.contentCal,12,Option Color,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.optionSize,crm.contentCal,12,Option Size,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.costBreakdown,crm.contentCal,12,Cost Breakdown,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.marginRate,crm.contentCal,12,Margin Rate,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.channelPrice,crm.contentCal,12,Channel Price,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.stockLabel,crm.contentCal,12,Stock Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.optionsVariants,crm.contentCal,12,Options Variants,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.totalSkuCombo,crm.contentCal,12,Total Sku Combo,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.stockStatus,crm.contentCal,12,Stock Status,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.availableStockLabel,crm.contentCal,12,Available Stock Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.reservedStockLabel,crm.contentCal,12,Reserved Stock Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.safetyStockLabel,crm.contentCal,12,Safety Stock Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.syncThisProduct,crm.contentCal,12,Sync This Product,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.close,crm.contentCal,12,Close,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.schedFreq30m,crm.contentCal,12,Sched Freq30m,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.schedFreq1h,crm.contentCal,12,Sched Freq1h,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.schedFreq6h,crm.contentCal,12,Sched Freq6h,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.schedFreq12h,crm.contentCal,12,Sched Freq12h,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.schedFreqDaily,crm.contentCal,12,Sched Freq Daily,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.scheduleTitle,crm.contentCal,12,Schedule Title,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.schedEnabled,crm.contentCal,12,Sched Enabled,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.schedSaveBtn,crm.contentCal,12,Sched Save,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.fullSync,crm.contentCal,12,Full Sync,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.fullSyncDesc,crm.contentCal,12,Full Sync,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.incrementalSync,crm.contentCal,12,Incremental Sync,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.incrementalSyncDesc,crm.contentCal,12,Incremental Sync,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.estTime,crm.contentCal,12,Est Time,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.targetChannels,crm.contentCal,12,Target Channels,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.syncScope,crm.contentCal,12,Sync Scope,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.dryRun,crm.contentCal,12,Dry Run,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.estItemCountLabel,crm.contentCal,12,Est Item Count Label,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
