leaf_signature,parent,full_key,value,locale_count
pnl.linkRecon,crm.contentCal,crm.contentCal.pnl.linkRecon,Reconciliation,12
pnl.linkRecon,pages.marketingIntel.influencer,pages.marketingIntel.influencer.pnl.linkRecon,Reconciliation,3
alertAuto.secTitle,crm.contentCal,crm.contentCal.alertAuto.secTitle,Sec Title,12
alertAuto.secTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.secTitle,Sec Title,5
alertAuto.secDesc,crm.contentCal,crm.contentCal.alertAuto.secDesc,Sec,12
alertAuto.secDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.secDesc,Sec,5
alertAuto.secCode,crm.contentCal,crm.contentCal.alertAuto.secCode,Sec Code,12
alertAuto.secCode,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.secCode,Sec Code,5
alertAuto.secUnlock,crm.contentCal,crm.contentCal.alertAuto.secUnlock,Sec Unlock,12
alertAuto.secUnlock,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.secUnlock,Sec Unlock,5
alertAuto.ruleCreated,crm.contentCal,crm.contentCal.alertAuto.ruleCreated,Rule Created,12
alertAuto.ruleCreated,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.ruleCreated,Rule Created,5
alertAuto.totalRules,crm.contentCal,crm.contentCal.alertAuto.totalRules,Total Rules,12
alertAuto.totalRules,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.totalRules,Total Rules,5
alertAuto.activeCount,crm.contentCal,crm.contentCal.alertAuto.activeCount,Active Count,12
alertAuto.activeCount,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.activeCount,Active Count,5
alertAuto.totalFired,crm.contentCal,crm.contentCal.alertAuto.totalFired,Total Fired,12
alertAuto.totalFired,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.totalFired,Total Fired,5
alertAuto.recentFires,crm.contentCal,crm.contentCal.alertAuto.recentFires,Recent Fires,12
alertAuto.recentFires,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.recentFires,Recent Fires,5
alertAuto.liveSyncStatus,crm.contentCal,crm.contentCal.alertAuto.liveSyncStatus,Live Sync Status,12
alertAuto.liveSyncStatus,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.liveSyncStatus,Live Sync Status,5
alertAuto.syncInventory,crm.contentCal,crm.contentCal.alertAuto.syncInventory,Sync Inventory,12
alertAuto.syncInventory,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.syncInventory,Sync Inventory,5
alertAuto.syncOrders,crm.contentCal,crm.contentCal.alertAuto.syncOrders,Sync Orders,12
alertAuto.syncOrders,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.syncOrders,Sync Orders,5
alertAuto.syncBudgets,crm.contentCal,crm.contentCal.alertAuto.syncBudgets,Sync Budgets,12
alertAuto.syncBudgets,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.syncBudgets,Sync Budgets,5
alertAuto.syncActiveRules,crm.contentCal,crm.contentCal.alertAuto.syncActiveRules,Sync Active Rules,12
alertAuto.syncActiveRules,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.syncActiveRules,Sync Active Rules,5
alertAuto.rulesTitle,crm.contentCal,crm.contentCal.alertAuto.rulesTitle,Rules Title,12
alertAuto.rulesTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.rulesTitle,Rules Title,5
alertAuto.cancel,crm.contentCal,crm.contentCal.alertAuto.cancel,Cancel,12
alertAuto.cancel,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.cancel,Cancel,5
alertAuto.addRule,crm.contentCal,crm.contentCal.alertAuto.addRule,Add Rule,12
alertAuto.addRule,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.addRule,Add Rule,5
alertAuto.ruleName,crm.contentCal,crm.contentCal.alertAuto.ruleName,Rule Name,12
alertAuto.ruleName,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.ruleName,Rule Name,5
alertAuto.ruleNamePh,crm.contentCal,crm.contentCal.alertAuto.ruleNamePh,Rule Name Ph,12
alertAuto.ruleNamePh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.ruleNamePh,Rule Name Ph,5
alertAuto.condition,crm.contentCal,crm.contentCal.alertAuto.condition,Condition,12
alertAuto.condition,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.condition,Condition,5
alertAuto.conditionPh,crm.contentCal,crm.contentCal.alertAuto.conditionPh,Condition Ph,12
alertAuto.conditionPh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.conditionPh,Condition Ph,5
alertAuto.channel,crm.contentCal,crm.contentCal.alertAuto.channel,Channel,12
alertAuto.channel,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.channel,Channel,5
alertAuto.threshold,crm.contentCal,crm.contentCal.alertAuto.threshold,Threshold,12
alertAuto.threshold,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.threshold,Threshold,5
alertAuto.thresholdPh,crm.contentCal,crm.contentCal.alertAuto.thresholdPh,Threshold Ph,12
alertAuto.thresholdPh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.thresholdPh,Threshold Ph,5
alertAuto.priority,crm.contentCal,crm.contentCal.alertAuto.priority,Priority,12
alertAuto.priority,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.priority,Priority,5
alertAuto.saveRule,crm.contentCal,crm.contentCal.alertAuto.saveRule,Save Rule,12
alertAuto.saveRule,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.saveRule,Save Rule,5
alertAuto.noRules,crm.contentCal,crm.contentCal.alertAuto.noRules,No Rules,12
alertAuto.noRules,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.noRules,No Rules,5
alertAuto.noRulesDesc,crm.contentCal,crm.contentCal.alertAuto.noRulesDesc,No Rules,12
alertAuto.noRulesDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.noRulesDesc,No Rules,5
alertAuto.condLabel,crm.contentCal,crm.contentCal.alertAuto.condLabel,Cond Label,12
alertAuto.condLabel,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.condLabel,Cond Label,5
alertAuto.paused,crm.contentCal,crm.contentCal.alertAuto.paused,Paused,12
alertAuto.paused,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.paused,Paused,5
alertAuto.totalAlerts,crm.contentCal,crm.contentCal.alertAuto.totalAlerts,Total Alerts,12
alertAuto.totalAlerts,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.totalAlerts,Total Alerts,5
alertAuto.successAlerts,crm.contentCal,crm.contentCal.alertAuto.successAlerts,Success Alerts,12
alertAuto.successAlerts,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.successAlerts,Success Alerts,5
alertAuto.warnAlerts,crm.contentCal,crm.contentCal.alertAuto.warnAlerts,Warn Alerts,12
alertAuto.warnAlerts,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.warnAlerts,Warn Alerts,5
alertAuto.errorAlerts,crm.contentCal,crm.contentCal.alertAuto.errorAlerts,Error Alerts,12
alertAuto.errorAlerts,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.errorAlerts,Error Alerts,5
alertAuto.unreadCount,crm.contentCal,crm.contentCal.alertAuto.unreadCount,Unread Count,12
alertAuto.unreadCount,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.unreadCount,Unread Count,5
alertAuto.markAllRead,crm.contentCal,crm.contentCal.alertAuto.markAllRead,Mark All Read,12
alertAuto.markAllRead,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.markAllRead,Mark All Read,5
alertAuto.noAlerts,crm.contentCal,crm.contentCal.alertAuto.noAlerts,No Alerts,12
alertAuto.noAlerts,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.noAlerts,No Alerts,5
alertAuto.noAlertsDesc,crm.contentCal,crm.contentCal.alertAuto.noAlertsDesc,No Alerts,12
alertAuto.noAlertsDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.noAlertsDesc,No Alerts,5
alertAuto.firedTotal,crm.contentCal,crm.contentCal.alertAuto.firedTotal,Fired Total,12
alertAuto.firedTotal,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.firedTotal,Fired Total,5
alertAuto.noFired,crm.contentCal,crm.contentCal.alertAuto.noFired,No Fired,12
alertAuto.noFired,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.noFired,No Fired,5
alertAuto.noFiredDesc,crm.contentCal,crm.contentCal.alertAuto.noFiredDesc,No Fired,12
alertAuto.noFiredDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.noFiredDesc,No Fired,5
alertAuto.colRule,crm.contentCal,crm.contentCal.alertAuto.colRule,Rule,12
alertAuto.colRule,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.colRule,Rule,5
alertAuto.colAction,crm.contentCal,crm.contentCal.alertAuto.colAction,Action,12
alertAuto.colAction,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.colAction,Action,5
alertAuto.colTime,crm.contentCal,crm.contentCal.alertAuto.colTime,Time,12
alertAuto.colTime,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.colTime,Time,5
alertAuto.colResult,crm.contentCal,crm.contentCal.alertAuto.colResult,Result,12
alertAuto.colResult,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.colResult,Result,5
alertAuto.channelConfig,crm.contentCal,crm.contentCal.alertAuto.channelConfig,Channel Config,12
alertAuto.channelConfig,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.channelConfig,Channel Config,5
alertAuto.notConnected,crm.contentCal,crm.contentCal.alertAuto.notConnected,Not Connected,12
alertAuto.notConnected,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.notConnected,Not Connected,5
alertAuto.connect,crm.contentCal,crm.contentCal.alertAuto.connect,Connect,12
alertAuto.connect,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.connect,Connect,5
alertAuto.scheduleConfig,crm.contentCal,crm.contentCal.alertAuto.scheduleConfig,Schedule Config,12
alertAuto.scheduleConfig,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.scheduleConfig,Schedule Config,5
alertAuto.activeHours,crm.contentCal,crm.contentCal.alertAuto.activeHours,Active Hours,12
alertAuto.activeHours,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.activeHours,Active Hours,5
alertAuto.frequency,crm.contentCal,crm.contentCal.alertAuto.frequency,Frequency,12
alertAuto.frequency,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.frequency,Frequency,5
alertAuto.freqValue,crm.contentCal,crm.contentCal.alertAuto.freqValue,Freq Value,12
alertAuto.freqValue,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.freqValue,Freq Value,5
alertAuto.cooldown,crm.contentCal,crm.contentCal.alertAuto.cooldown,Cooldown,12
alertAuto.cooldown,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.cooldown,Cooldown,5
alertAuto.cooldownValue,crm.contentCal,crm.contentCal.alertAuto.cooldownValue,Cooldown Value,12
alertAuto.cooldownValue,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.cooldownValue,Cooldown Value,5
alertAuto.crossTabSync,crm.contentCal,crm.contentCal.alertAuto.crossTabSync,Cross Sync,12
alertAuto.crossTabSync,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.crossTabSync,Cross Sync,5
alertAuto.crossTabFire,crm.contentCal,crm.contentCal.alertAuto.crossTabFire,Cross Fire,12
alertAuto.crossTabFire,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.crossTabFire,Cross Fire,5
alertAuto.tabRules,crm.contentCal,crm.contentCal.alertAuto.tabRules,Rules,12
alertAuto.tabRules,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.tabRules,Rules,5
alertAuto.tabRulesDesc,crm.contentCal,crm.contentCal.alertAuto.tabRulesDesc,Rules,12
alertAuto.tabRulesDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.tabRulesDesc,Rules,5
alertAuto.tabHistory,crm.contentCal,crm.contentCal.alertAuto.tabHistory,History,12
alertAuto.tabHistory,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.tabHistory,History,5
alertAuto.tabHistoryDesc,crm.contentCal,crm.contentCal.alertAuto.tabHistoryDesc,History,12
alertAuto.tabHistoryDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.tabHistoryDesc,History,5
alertAuto.tabFired,crm.contentCal,crm.contentCal.alertAuto.tabFired,Fired,12
alertAuto.tabFired,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.tabFired,Fired,5
alertAuto.tabFiredDesc,crm.contentCal,crm.contentCal.alertAuto.tabFiredDesc,Fired,12
alertAuto.tabFiredDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.tabFiredDesc,Fired,5
alertAuto.tabSettings,crm.contentCal,crm.contentCal.alertAuto.tabSettings,Settings,12
alertAuto.tabSettings,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.tabSettings,Settings,5
alertAuto.tabSettingsDesc,crm.contentCal,crm.contentCal.alertAuto.tabSettingsDesc,Settings,12
alertAuto.tabSettingsDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.tabSettingsDesc,Settings,5
alertAuto.demoBanner,crm.contentCal,crm.contentCal.alertAuto.demoBanner,Demo Banner,12
alertAuto.demoBanner,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.demoBanner,Demo Banner,5
alertAuto.demoBannerDesc,crm.contentCal,crm.contentCal.alertAuto.demoBannerDesc,Demo Banner,12
alertAuto.demoBannerDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.demoBannerDesc,Demo Banner,5
alertAuto.upgradeBtn,crm.contentCal,crm.contentCal.alertAuto.upgradeBtn,Upgrade,12
alertAuto.upgradeBtn,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.upgradeBtn,Upgrade,5
alertAuto.badgeAlerts,crm.contentCal,crm.contentCal.alertAuto.badgeAlerts,Badge Alerts,12
alertAuto.badgeAlerts,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.badgeAlerts,Badge Alerts,5
alertAuto.badgeRulesSync,crm.contentCal,crm.contentCal.alertAuto.badgeRulesSync,Badge Rules Sync,12
alertAuto.badgeRulesSync,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.badgeRulesSync,Badge Rules Sync,5
alertAuto.badgeRealtime,crm.contentCal,crm.contentCal.alertAuto.badgeRealtime,Badge Realtime,12
alertAuto.badgeRealtime,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.badgeRealtime,Badge Realtime,5
alertAuto.badgeSecurity,crm.contentCal,crm.contentCal.alertAuto.badgeSecurity,Badge Security,12
alertAuto.badgeSecurity,pages.marketingIntel.influencer,pages.marketingIntel.influencer.alertAuto.badgeSecurity,Badge Security,5
ihub.tabApiKey,crm.contentCal,crm.contentCal.ihub.tabApiKey,API Key,12
ihub.tabApiKey,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.tabApiKey,API Key,5
ihub.tabSmartConnect,crm.contentCal,crm.contentCal.ihub.tabSmartConnect,Smart Connect,12
ihub.tabSmartConnect,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.tabSmartConnect,Smart Connect,5
ihub.tabDW,crm.contentCal,crm.contentCal.ihub.tabDW,Data Warehouse,12
ihub.tabDW,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.tabDW,Data Warehouse,5
ihub.tabDwDesc,crm.contentCal,crm.contentCal.ihub.tabDwDesc,DW Integration,12
ihub.tabDwDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.tabDwDesc,DW Integration,5
ihub.tabEvents,crm.contentCal,crm.contentCal.ihub.tabEvents,Events,12
ihub.tabEvents,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.tabEvents,Events,5
ihub.tabEventsDesc,crm.contentCal,crm.contentCal.ihub.tabEventsDesc,Event Log,12
ihub.tabEventsDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.tabEventsDesc,Event Log,5
ihub.tabMember,crm.contentCal,crm.contentCal.ihub.tabMember,Member,12
ihub.tabMember,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.tabMember,Member,5
ihub.tabMemberDesc,crm.contentCal,crm.contentCal.ihub.tabMemberDesc,Member Mgmt,12
ihub.tabMemberDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.tabMemberDesc,Member Mgmt,5
ihub.chSearch,crm.contentCal,crm.contentCal.ihub.chSearch,Search channels...,12
ihub.chSearch,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.chSearch,Search channels...,5
ihub.groupCount,crm.contentCal,crm.contentCal.ihub.groupCount,connected,12
ihub.groupCount,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.groupCount,connected,5
ihub.loadingCreds,crm.contentCal,crm.contentCal.ihub.loadingCreds,Loading credentials...,12
ihub.loadingCreds,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.loadingCreds,Loading credentials...,5
ihub.noSearchResult,crm.contentCal,crm.contentCal.ihub.noSearchResult,No results found,12
ihub.noSearchResult,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.noSearchResult,No results found,5
ihub.regCh,crm.contentCal,crm.contentCal.ihub.regCh,Registered,12
ihub.regCh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.regCh,Registered,5
ihub.connOk,crm.contentCal,crm.contentCal.ihub.connOk,Connected,12
ihub.connOk,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.connOk,Connected,5
ihub.totalKeys,crm.contentCal,crm.contentCal.ihub.totalKeys,Total Keys,12
ihub.totalKeys,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.totalKeys,Total Keys,5
ihub.suppCh,crm.contentCal,crm.contentCal.ihub.suppCh,Supported,12
ihub.suppCh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.suppCh,Supported,5
ihub.freeBannerTitle,crm.contentCal,crm.contentCal.ihub.freeBannerTitle,Free Plan Limitation,12
ihub.freeBannerTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.freeBannerTitle,Free Plan Limitation,5
ihub.helpTitle,crm.contentCal,crm.contentCal.ihub.helpTitle,API Key Management,12
ihub.helpTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpTitle,API Key Management,5
ihub.helpDesc,crm.contentCal,crm.contentCal.ihub.helpDesc,Channel API Keys,12
ihub.helpDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpDesc,Channel API Keys,5
ihub.helpConnInfo,crm.contentCal,crm.contentCal.ihub.helpConnInfo,License Key Mgmt,12
ihub.helpConnInfo,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpConnInfo,License Key Mgmt,5
ihub.helpCh1,crm.contentCal,crm.contentCal.ihub.helpCh1,Free plan has,12
ihub.helpCh1,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpCh1,Free plan has,5
ihub.helpCh2,crm.contentCal,crm.contentCal.ihub.helpCh2, limited API key access.,12
ihub.helpCh2,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpCh2, limited API key access.,5
ihub.helpCh3,crm.contentCal,crm.contentCal.ihub.helpCh3,Upgrade to Pro to ,12
ihub.helpCh3,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpCh3,Upgrade to Pro to ,5
ihub.helpCh4,crm.contentCal,crm.contentCal.ihub.helpCh4,connect all channels,12
ihub.helpCh4,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpCh4,connect all channels,5
ihub.helpCh5,crm.contentCal,crm.contentCal.ihub.helpCh5, instantly.,12
ihub.helpCh5,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpCh5, instantly.,5
ihub.helpSecurity,crm.contentCal,crm.contentCal.ihub.helpSecurity,Security,12
ihub.helpSecurity,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpSecurity,Security,5
ihub.helpConnTest,crm.contentCal,crm.contentCal.ihub.helpConnTest,Connection Test,12
ihub.helpConnTest,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpConnTest,Connection Test,5
ihub.helpChAdd,crm.contentCal,crm.contentCal.ihub.helpChAdd,Add Channel,12
ihub.helpChAdd,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpChAdd,Add Channel,5
ihub.helpChAddDesc,crm.contentCal,crm.contentCal.ihub.helpChAddDesc,Add new channels by category.,12
ihub.helpChAddDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.helpChAddDesc,Add new channels by category.,5
ihub.credTitle,crm.contentCal,crm.contentCal.ihub.credTitle,Credential Management,12
ihub.credTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.credTitle,Credential Management,5
ihub.credCount,crm.contentCal,crm.contentCal.ihub.credCount,registered,12
ihub.credCount,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.credCount,registered,5
ihub.deleteConfirm,crm.contentCal,crm.contentCal.ihub.deleteConfirm,Delete this credential?,12
ihub.deleteConfirm,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.deleteConfirm,Delete this credential?,5
ihub.saveDone,crm.contentCal,crm.contentCal.ihub.saveDone,Saved,12
ihub.saveDone,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.saveDone,Saved,5
ihub.testBtn,crm.contentCal,crm.contentCal.ihub.testBtn,Test Connection,12
ihub.testBtn,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.testBtn,Test Connection,5
ihub.testing,crm.contentCal,crm.contentCal.ihub.testing,Testing...,12
ihub.testing,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.testing,Testing...,5
ihub.editBtn,crm.contentCal,crm.contentCal.ihub.editBtn,Edit,12
ihub.editBtn,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.editBtn,Edit,5
ihub.typeText,crm.contentCal,crm.contentCal.ihub.typeText,Text,12
ihub.typeText,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.typeText,Text,5
ihub.typePassword,crm.contentCal,crm.contentCal.ihub.typePassword,Password,12
ihub.typePassword,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.typePassword,Password,5
ihub.statusConnected,crm.contentCal,crm.contentCal.ihub.statusConnected,Connected,12
ihub.statusConnected,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.statusConnected,Connected,5
ihub.statusError,crm.contentCal,crm.contentCal.ihub.statusError,Error,12
ihub.statusError,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.statusError,Error,5
ihub.statusNotTested,crm.contentCal,crm.contentCal.ihub.statusNotTested,Not Tested,12
ihub.statusNotTested,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.statusNotTested,Not Tested,5
ihub.existingBadge,crm.contentCal,crm.contentCal.ihub.existingBadge,Registered,12
ihub.existingBadge,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.existingBadge,Registered,5
ihub.overwritePh,crm.contentCal,crm.contentCal.ihub.overwritePh,Overwrite with new value...,12
ihub.overwritePh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.overwritePh,Overwrite with new value...,5
ihub.addChTitle,crm.contentCal,crm.contentCal.ihub.addChTitle,Add Channel,12
ihub.addChTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.addChTitle,Add Channel,5
ihub.addChDesc,crm.contentCal,crm.contentCal.ihub.addChDesc,Add a new channel.,12
ihub.addChDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.addChDesc,Add a new channel.,5
ihub.addChGroup,crm.contentCal,crm.contentCal.ihub.addChGroup,Group,12
ihub.addChGroup,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.addChGroup,Group,5
ihub.addChColor,crm.contentCal,crm.contentCal.ihub.addChColor,Color,12
ihub.addChColor,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.addChColor,Color,5
ihub.addChFields,crm.contentCal,crm.contentCal.ihub.addChFields,Auth Fields,12
ihub.addChFields,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.addChFields,Auth Fields,5
ihub.addChBtn,crm.contentCal,crm.contentCal.ihub.addChBtn,Add,12
ihub.addChBtn,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.addChBtn,Add,5
ihub.addingCh,crm.contentCal,crm.contentCal.ihub.addingCh,Adding...,12
ihub.addingCh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.addingCh,Adding...,5
ihub.chNameLabel,crm.contentCal,crm.contentCal.ihub.chNameLabel,Channel Name,12
ihub.chNameLabel,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.chNameLabel,Channel Name,5
ihub.chNamePh,crm.contentCal,crm.contentCal.ihub.chNamePh,e.g. My Custom Channel,12
ihub.chNamePh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.chNamePh,e.g. My Custom Channel,5
ihub.addField,crm.contentCal,crm.contentCal.ihub.addField,Add Field,12
ihub.addField,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.addField,Add Field,5
ihub.fieldKey,crm.contentCal,crm.contentCal.ihub.fieldKey,Field Key,12
ihub.fieldKey,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.fieldKey,Field Key,5
ihub.fieldLabel,crm.contentCal,crm.contentCal.ihub.fieldLabel,Field Label,12
ihub.fieldLabel,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.fieldLabel,Field Label,5
ihub.noChannels,crm.contentCal,crm.contentCal.ihub.noChannels,No channels registered.,12
ihub.noChannels,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.noChannels,No channels registered.,5
ihub.scTitle,crm.contentCal,crm.contentCal.ihub.scTitle,SmartConnect AI,12
ihub.scTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.scTitle,SmartConnect AI,5
ihub.scSubtitle,crm.contentCal,crm.contentCal.ihub.scSubtitle,Auto Integration Engine,12
ihub.scSubtitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.scSubtitle,Auto Integration Engine,5
ihub.scAllCh,crm.contentCal,crm.contentCal.ihub.scAllCh,All Channels,12
ihub.scAllCh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.scAllCh,All Channels,5
ihub.scTotalCh,crm.contentCal,crm.contentCal.ihub.scTotalCh,Total,12
ihub.scTotalCh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.scTotalCh,Total,5
ihub.scKeyFound,crm.contentCal,crm.contentCal.ihub.scKeyFound,Key Found,12
ihub.scKeyFound,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.scKeyFound,Key Found,5
ihub.scKeyMissing,crm.contentCal,crm.contentCal.ihub.scKeyMissing,Key Missing,12
ihub.scKeyMissing,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ihub.scKeyMissing,Key Missing,5
