key,l3_namespace,value,locale_count,locales
crm.contentCal.aiPolicy.medSev,crm.contentCal.aiPolicy,Med Sev,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.firedTotal,crm.contentCal.aiPolicy,Fired Total,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.policiesTitle,crm.contentCal.aiPolicy,Policies Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cancel,crm.contentCal.aiPolicy,Cancel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.addPolicy,crm.contentCal.aiPolicy,Add Policy,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.policyName,crm.contentCal.aiPolicy,Policy Name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.policyNamePh,crm.contentCal.aiPolicy,Policy Name Ph,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.dimension,crm.contentCal.aiPolicy,Dimension,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.dimCampaign,crm.contentCal.aiPolicy,Dim Campaign,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.dimSku,crm.contentCal.aiPolicy,Dim Sku,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.dimCreator,crm.contentCal.aiPolicy,Dim Creator,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.dimPlatform,crm.contentCal.aiPolicy,Dim Platform,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.metric,crm.contentCal.aiPolicy,Metric,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.operator,crm.contentCal.aiPolicy,Operator,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.threshold,crm.contentCal.aiPolicy,Threshold,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.severity,crm.contentCal.aiPolicy,Severity,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.sevHigh,crm.contentCal.aiPolicy,Sev High,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.sevMedium,crm.contentCal.aiPolicy,Sev Medium,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.sevLow,crm.contentCal.aiPolicy,Sev Low,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.savePolicy,crm.contentCal.aiPolicy,Save Policy,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.noPolicies,crm.contentCal.aiPolicy,No Policies,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.noPoliciesDesc,crm.contentCal.aiPolicy,No Policies,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.condition,crm.contentCal.aiPolicy,Condition,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.active,crm.contentCal.aiPolicy,Active,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.paused,crm.contentCal.aiPolicy,Paused,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.policyFired,crm.contentCal.aiPolicy,Policy Fired,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.secEvents,crm.contentCal.aiPolicy,Sec Events,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.totalAudit,crm.contentCal.aiPolicy,Total Audit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.noGovernance,crm.contentCal.aiPolicy,No Governance,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.noGovernanceDesc,crm.contentCal.aiPolicy,No Governance,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgToggled,crm.contentCal.aiPolicy,Cfg Toggled,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgBudgetCap,crm.contentCal.aiPolicy,Cfg Budget Cap,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgBudgetDesc,crm.contentCal.aiPolicy,Cfg Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgRoasFloor,crm.contentCal.aiPolicy,Cfg Roas Floor,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgRoasDesc,crm.contentCal.aiPolicy,Cfg Roas,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgBidLimit,crm.contentCal.aiPolicy,Cfg Bid Limit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgBidDesc,crm.contentCal.aiPolicy,Cfg Bid,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgFreqCap,crm.contentCal.aiPolicy,Cfg Freq Cap,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgFreqDesc,crm.contentCal.aiPolicy,Cfg Freq,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgCreativeFilter,crm.contentCal.aiPolicy,Cfg Creative Filter,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgCreativeDesc,crm.contentCal.aiPolicy,Cfg Creative,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgApprovalGate,crm.contentCal.aiPolicy,Cfg Approval Gate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.cfgApprovalDesc,crm.contentCal.aiPolicy,Cfg Approval,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.configTitle,crm.contentCal.aiPolicy,Config Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.enabled,crm.contentCal.aiPolicy,Enabled,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.disabled,crm.contentCal.aiPolicy,Disabled,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.crossTabSync,crm.contentCal.aiPolicy,Cross Sync,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.crossTabConfig,crm.contentCal.aiPolicy,Cross Config,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.tabPolicies,crm.contentCal.aiPolicy,Policies,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.tabPoliciesDesc,crm.contentCal.aiPolicy,Policies,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.tabGovernance,crm.contentCal.aiPolicy,Governance,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.tabGovernanceDesc,crm.contentCal.aiPolicy,Governance,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.tabConfig,crm.contentCal.aiPolicy,Config,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.tabConfigDesc,crm.contentCal.aiPolicy,Config,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.demoBanner,crm.contentCal.aiPolicy,Demo Banner,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.demoBannerDesc,crm.contentCal.aiPolicy,Demo Banner,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.upgradeBtn,crm.contentCal.aiPolicy,Upgrade,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.badgePolicies,crm.contentCal.aiPolicy,Badge Policies,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.badgeRules,crm.contentCal.aiPolicy,Badge Rules,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.badgeRealtime,crm.contentCal.aiPolicy,Badge Realtime,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.badgeSecurity,crm.contentCal.aiPolicy,Badge Security,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.gSug.,crm.contentCal.gSug,,4,"en,es,fr,vi"
crm.contentCal.actionPresets.pageTitle,crm.contentCal.actionPresets,Page Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.pageSub,crm.contentCal.actionPresets,Page,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.presetList,crm.contentCal.actionPresets,Preset List,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.risk.all,crm.contentCal.actionPresets,All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.usageGuide,crm.contentCal.actionPresets,Usage Guide,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.guide.step1.title,crm.contentCal.actionPresets,Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.guide.step1.desc,crm.contentCal.actionPresets,desc,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.guide.step2.title,crm.contentCal.actionPresets,Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.guide.step2.desc,crm.contentCal.actionPresets,desc,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.guide.step3.title,crm.contentCal.actionPresets,Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.guide.step3.desc,crm.contentCal.actionPresets,desc,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.guide.step4.title,crm.contentCal.actionPresets,Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actionPresets.guide.step4.desc,crm.contentCal.actionPresets,desc,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.gUrgent,crm.contentCal.crm,Urgent,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.gRisk,crm.contentCal.crm,At Risk,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.gNormal,crm.contentCal.crm,Normal,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.gChamp,crm.contentCal.crm,Champion,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.gLoyal,crm.contentCal.crm,Loyal,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.gLost,crm.contentCal.crm,Lost,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.gNew,crm.contentCal.crm,New,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.msgEmailDone,crm.contentCal.crm,Email Done,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.msgKakaoDone,crm.contentCal.crm,Kakao Done,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.msgJourneyDone,crm.contentCal.crm,Journey Done,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.aiSum1,crm.contentCal.crm,Ai Sum1,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.aiSum2,crm.contentCal.crm,Ai Sum2,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.segUnit,crm.contentCal.crm,Seg Unit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.aiSum3,crm.contentCal.crm,Ai Sum3,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.aiInsight,crm.contentCal.crm,Ai Insight,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.aiBtnKakao,crm.contentCal.crm,Ai Kakao,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.emptyCust,crm.contentCal.crm,No customers.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.titDetail,crm.contentCal.crm,Customer Details,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.lblPhone,crm.contentCal.crm,Phone,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.colCnt,crm.contentCal.crm,Orders,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.lblAct,crm.contentCal.crm,Act,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.actEmpty,crm.contentCal.crm,Act Empty,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.btnSaving,crm.contentCal.crm,Saving...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.segNew,crm.contentCal.crm,Seg New,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.segName,crm.contentCal.crm,Seg Name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.segDesc,crm.contentCal.crm,Seg,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.segColor,crm.contentCal.crm,Seg Color,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.segCond,crm.contentCal.crm,Seg Cond,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.segAdd,crm.contentCal.crm,Seg Add,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.segCreate,crm.contentCal.crm,Seg Create,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.segEmpty,crm.contentCal.crm,Seg Empty,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.rfmListTit,crm.contentCal.crm,RFM Segments,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.fName,crm.contentCal.crm,Name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.colEmail,crm.contentCal.crm,Email,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.colLast,crm.contentCal.crm,Last Activity,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.colGrade,crm.contentCal.crm,Grade,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.pageTitle,crm.contentCal.crm,Customer Management (CRM),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.statTot,crm.contentCal.crm,Total Customers,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.statAct,crm.contentCal.crm,Active,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.statLtv,crm.contentCal.crm,Customer LTV,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.statSeg,crm.contentCal.crm,Segments,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.btnRegister,crm.contentCal.crm,+ Register,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.formNew,crm.contentCal.crm,New Customer,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.fEmail,crm.contentCal.crm,F Email,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.fPhone,crm.contentCal.crm,F Phone,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.fGrade,crm.contentCal.crm,F Grade,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.fGradeGen,crm.contentCal.crm,F Grade Gen,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.btnSave,crm.contentCal.crm,Save,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.btnCancel,crm.contentCal.crm,Cancel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.fSearch,crm.contentCal.crm,Search,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.colPhone,crm.contentCal.crm,Phone,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.colLtv,crm.contentCal.crm,LTV,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.tDetail,crm.contentCal.crm,Details,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.guideTabsTitle,crm.contentCal.crm,Guide Tabs Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.email.lblMockTest,crm.contentCal.crm,Mock Test,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.email.lblSmtpHost,crm.contentCal.crm,SMTP Host,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.email.lblSmtpPort,crm.contentCal.crm,SMTP Port,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.email.lblSmtpUser,crm.contentCal.crm,SMTP User,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.email.awsRegion,crm.contentCal.crm,AWS Region,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.email.mockMode,crm.contentCal.crm,Mock Mode,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.email.colClick,crm.contentCal.crm,Click%,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.email.dismiss,crm.contentCal.crm,OK,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.unitMan,crm.contentCal.crm,K,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.dismiss,crm.contentCal.crm,OK,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.of,crm.contentCal.crm,/,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.tabProducts,crm.contentCal.catalogSync,Product List,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.tabCategories,crm.contentCal.catalogSync,Categories,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.tabSync,crm.contentCal.catalogSync,Sync Status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.noProducts,crm.contentCal.catalogSync,No products registered.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colName,crm.contentCal.catalogSync,Product Name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colSku,crm.contentCal.catalogSync,SKU,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colPrice,crm.contentCal.catalogSync,Price,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.syncBtn,crm.contentCal.catalogSync,Start Sync,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.lastSync,crm.contentCal.catalogSync,Last Sync,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.colSkuHeader,crm.contentCal.catalogSync,SKU,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.secTitle,crm.contentCal.catalogSync,Sec Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.secCode,crm.contentCal.catalogSync,Sec Code,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.secUnlock,crm.contentCal.catalogSync,Sec Unlock,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureStreaming,crm.contentCal.catalogSync,Dw Feature Streaming,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeaturePartition,crm.contentCal.catalogSync,Dw Feature Partition,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureML,crm.contentCal.catalogSync,Dw Feature M L,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSync5min,crm.contentCal.catalogSync,Dw Sync5min,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncHour,crm.contentCal.catalogSync,Dw Sync Hour,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncDaily02,crm.contentCal.catalogSync,Dw Sync Daily02,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureAutoScale,crm.contentCal.catalogSync,Dw Feature Auto Scale,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureTimeTravel,crm.contentCal.catalogSync,Dw Feature Time Travel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSync15min,crm.contentCal.catalogSync,Dw Sync15min,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncDaily03,crm.contentCal.catalogSync,Dw Sync Daily03,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureSpectrum,crm.contentCal.catalogSync,Dw Feature Spectrum,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureMLBuiltin,crm.contentCal.catalogSync,Dw Feature M L Builtin,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSync30min,crm.contentCal.catalogSync,Dw Sync30min,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncDaily04,crm.contentCal.catalogSync,Dw Sync Daily04,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureDelta,crm.contentCal.catalogSync,Dw Feature Delta,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncDaily01,crm.contentCal.catalogSync,Dw Sync Daily01,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncWeekly,crm.contentCal.catalogSync,Dw Sync Weekly,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwAuthSA,crm.contentCal.catalogSync,Dw Auth S A,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.statusSyncing,crm.contentCal.catalogSync,Status Syncing,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.statusDisconnected,crm.contentCal.catalogSync,Status Disconnected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncPeriod,crm.contentCal.catalogSync,Dw Sync Period,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.btnDisconnect,crm.contentCal.catalogSync,Disconnect,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwConnectPrompt,crm.contentCal.catalogSync,Dw Connect Prompt,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.connecting,crm.contentCal.catalogSync,Connecting,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.btnConnect,crm.contentCal.catalogSync,Connect,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwTitle,crm.contentCal.catalogSync,Dw Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwDesc,crm.contentCal.catalogSync,Dw,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
