key,l3_namespace,value,locale_count,locales
crm.contentCal.kpiPosRateSub,crm.contentCal.kpiPosRateSub,vs Last Month,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.channelRatingTitle,crm.contentCal.channelRatingTitle,Channel Rating Status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.negKeywordTitle,crm.contentCal.negKeywordTitle,Negative Keyword Top 5,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.totalItems,crm.contentCal.totalItems,Total,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviewFeedTitle,crm.contentCal.reviewFeedTitle,Review Feed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.filterAllChannel,crm.contentCal.filterAllChannel,All Channels,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.filterAllSentiment,crm.contentCal.filterAllSentiment,All Sentiment,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiTargetCreators,crm.contentCal.aiTargetCreators,Evaluation Target Creators,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPortfolioSummary,crm.contentCal.aiPortfolioSummary,Portfolio Summary Analysis,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiCreatorRanking,crm.contentCal.aiCreatorRanking,Creator AI Evaluation Ranking,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiScoreTitle,crm.contentCal.aiScoreTitle,AI Score,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiRenewalRec,crm.contentCal.aiRenewalRec,Renewal Recommendation,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiRecCommission,crm.contentCal.aiRecCommission,Recommended Commission,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiEvalItemScores,crm.contentCal.aiEvalItemScores,Evaluation Item Scores,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiActual,crm.contentCal.aiActual,Actual,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiStrengths,crm.contentCal.aiStrengths,Strengths,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiWeaknesses,crm.contentCal.aiWeaknesses,Improvements,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiCurrentPay,crm.contentCal.aiCurrentPay,Current Payment,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiRecFixed,crm.contentCal.aiRecFixed,Recommended Fixed Fee,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiRecPerfRate,crm.contentCal.aiRecPerfRate,Recommended Perf Rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiContractType,crm.contentCal.aiContractType,Contract Type,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiNegTip,crm.contentCal.aiNegTip,Negotiation Tip,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiRenewalLabel,crm.contentCal.aiRenewalLabel,Renewal Recommendation,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPortfolioInsights,crm.contentCal.aiPortfolioInsights,Portfolio Strategy Insights,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiBudgetOpt,crm.contentCal.aiBudgetOpt,Budget Optimization Suggestion,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.contentReuse,crm.contentCal.contentReuse,Content Reuse Recommendations,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleContractAmt,crm.contentCal.settleContractAmt,Contract Amount,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleActualPaid,crm.contentCal.settleActualPaid,Actual Paid,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleDiff,crm.contentCal.settleDiff,Difference (Over/Under),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleDetailTitle,crm.contentCal.settleDetailTitle,Settlement Statement,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settlePerfPayment,crm.contentCal.settlePerfPayment,Performance Payment,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleTotalContract,crm.contentCal.settleTotalContract,Contract Total,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleBizTax,crm.contentCal.settleBizTax,Business Income Tax (3.3%),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleLocalTax,crm.contentCal.settleLocalTax,Local Income Tax (0.33%),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleNetPay,crm.contentCal.settleNetPay,Net Payable,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleActualPaidLabel,crm.contentCal.settleActualPaidLabel,Actual Paid,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleContractLabel,crm.contentCal.settleContractLabel,Contract Amount,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleDocs,crm.contentCal.settleDocs,Documents,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.settleNoDocs,crm.contentCal.settleNoDocs,No documents,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiBreakdown,crm.contentCal.aiBreakdown,Evaluation Breakdown,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.actual,crm.contentCal.actual,Actual,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.strengths,crm.contentCal.strengths,Strengths,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.weaknesses,crm.contentCal.weaknesses,Improvements,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.currentFee,crm.contentCal.currentFee,Current Fee,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.recFixed,crm.contentCal.recFixed,Rec. Fixed Fee,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.recPerf,crm.contentCal.recPerf,Rec. Perf Rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.negotiationTip,crm.contentCal.negotiationTip,Negotiation Tip,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiImmediateAction,crm.contentCal.aiImmediateAction,Immediate Action,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiRanking,crm.contentCal.aiRanking,Creator AI Ranking,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.mobileNav.ariaLabel,crm.contentCal.mobileNav,Aria Label,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.recRebalanceTitle,crm.contentCal.aiHub,Rec Rebalance Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.targetMissed,crm.contentCal.aiHub,Target Missed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dataSource,crm.contentCal.aiHub,Data Source,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.budgetShift,crm.contentCal.aiHub,Budget Shift,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.expectedProfit,crm.contentCal.aiHub,Expected Profit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.catBudgetOpt,crm.contentCal.aiHub,Cat Budget Opt,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpShiftBudget,crm.contentCal.aiHub,Dp Shift Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpExpectedProfit,crm.contentCal.aiHub,Dp Expected Profit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpAdRoi,crm.contentCal.aiHub,Dp Ad Roi,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.recLowStockTitle,crm.contentCal.aiHub,Rec Low Stock Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.stock,crm.contentCal.aiHub,Stock,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.safeStock,crm.contentCal.aiHub,Safe Stock,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.wastedBudget,crm.contentCal.aiHub,Wasted Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.unitPrice,crm.contentCal.aiHub,Unit Price,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dailySales,crm.contentCal.aiHub,Daily Sales,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.units,crm.contentCal.aiHub,Units,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.adSaving,crm.contentCal.aiHub,Ad Saving,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.catInventoryRisk,crm.contentCal.aiHub,Cat Inventory Risk,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpCurrentStock,crm.contentCal.aiHub,Dp Current Stock,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.pcs,crm.contentCal.aiHub,Pcs,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpSafeStock,crm.contentCal.aiHub,Dp Safe Stock,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpAdSaving,crm.contentCal.aiHub,Dp Ad Saving,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpExpireIn,crm.contentCal.aiHub,Dp Expire In,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.inDays5,crm.contentCal.aiHub,In Days5,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.peopleUnit,crm.contentCal.aiHub,People Unit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.recVipTitle,crm.contentCal.aiHub,Rec Vip Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.vipReason,crm.contentCal.aiHub,Vip Reason,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.vipInsight,crm.contentCal.aiHub,Vip Insight,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.catCrmRetarget,crm.contentCal.aiHub,Cat Crm Retarget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpVipCount,crm.contentCal.aiHub,Dp Vip Count,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpConvRate,crm.contentCal.aiHub,Dp Conv Rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpEstRoas,crm.contentCal.aiHub,Dp Est Roas,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.recBoostTitle,crm.contentCal.aiHub,Rec Boost Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.settlementMargin,crm.contentCal.aiHub,Settlement Margin,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.boostReason,crm.contentCal.aiHub,Boost Reason,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.netPayout,crm.contentCal.aiHub,Net Payout,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.revenue,crm.contentCal.aiHub,Revenue,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.addBudget,crm.contentCal.aiHub,Add Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.catSettlement,crm.contentCal.aiHub,Cat Settlement,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpSettlementMargin,crm.contentCal.aiHub,Dp Settlement Margin,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dpAddBudget,crm.contentCal.aiHub,Dp Add Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.priority,crm.contentCal.aiHub,Priority,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.executed,crm.contentCal.aiHub,Executed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.estRoas,crm.contentCal.aiHub,Est Roas,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.hideReason,crm.contentCal.aiHub,Hide Reason,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.showReason,crm.contentCal.aiHub,Show Reason,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.execBudget,crm.contentCal.aiHub,Exec Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.executing,crm.contentCal.aiHub,Executing,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.autoExec,crm.contentCal.aiHub,Auto Exec,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.approve,crm.contentCal.aiHub,Approve,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.execDone,crm.contentCal.aiHub,Exec Done,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.totalBudgetTitle,crm.contentCal.aiHub,Total Budget Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.totalBudgetSub,crm.contentCal.aiHub,Total Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.edit,crm.contentCal.aiHub,Edit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.enterBudget,crm.contentCal.aiHub,Enter Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.calcAlloc,crm.contentCal.aiHub,Calc Alloc,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.applyAlloc,crm.contentCal.aiHub,Apply Alloc,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.execLog,crm.contentCal.aiHub,Exec Log,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.logDone,crm.contentCal.aiHub,Log Done,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.noCardAlert,crm.contentCal.aiHub,No Card Alert,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.cardLimitAlert,crm.contentCal.aiHub,Card Limit Alert,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.currentCharged,crm.contentCal.aiHub,Current Charged,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.Mode,crm.contentCal.aiHub,Mode,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.autoExecDetail,crm.contentCal.aiHub,Auto Exec Detail,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.estRoi,crm.contentCal.aiHub,Est Roi,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.logInProgress,crm.contentCal.aiHub,Log In Progress,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dsInventory,crm.contentCal.aiHub,Ds Inventory,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dsOrders,crm.contentCal.aiHub,Ds Orders,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.casesUnit,crm.contentCal.aiHub,Cases Unit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dsChannels,crm.contentCal.aiHub,Ds Channels,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.channelsUnit,crm.contentCal.aiHub,Channels Unit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dsSettlement,crm.contentCal.aiHub,Ds Settlement,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.segmentsUnit,crm.contentCal.aiHub,Segments Unit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dsCard,crm.contentCal.aiHub,Ds Card,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.cardsUnit,crm.contentCal.aiHub,Cards Unit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.noCard,crm.contentCal.aiHub,No Card,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dsActiveRules,crm.contentCal.aiHub,Ds Active Rules,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.countUnit,crm.contentCal.aiHub,Count Unit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.dsRulesFired,crm.contentCal.aiHub,Ds Rules Fired,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.timesUnit,crm.contentCal.aiHub,Times Unit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.filterAll,crm.contentCal.aiHub,Filter All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.filterApproved,crm.contentCal.aiHub,Filter Approved,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.filterExecuted,crm.contentCal.aiHub,Filter Executed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.Banner,crm.contentCal.aiHub,Banner,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.Desc,crm.contentCal.aiHub,Desc,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.NeedPaid,crm.contentCal.aiHub,Need Paid,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.upgradeBtn,crm.contentCal.aiHub,Upgrade,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.pendingCampaigns,crm.contentCal.aiHub,Pending Campaigns,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.pendingDesc,crm.contentCal.aiHub,Pending,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.viewCampaigns,crm.contentCal.aiHub,View Campaigns,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.heroSub,crm.contentCal.aiHub,Hero,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.registerCard,crm.contentCal.aiHub,Register Card,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.analyzing,crm.contentCal.aiHub,Analyzing,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.analysisTags,crm.contentCal.aiHub,Analysis Tags,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.kpiRecommend,crm.contentCal.aiHub,Recommend,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.kpiApproved,crm.contentCal.aiHub,Approved,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.kpiExecuted,crm.contentCal.aiHub,Executed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.kpiTotalBudget,crm.contentCal.aiHub,Total Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.kpiEstRevenue,crm.contentCal.aiHub,Est Revenue,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.kpiEstProfit,crm.contentCal.aiHub,Est Profit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.noCardWarning,crm.contentCal.aiHub,No Card Warning,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.noCardDesc,crm.contentCal.aiHub,No Card,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.bulkApproved,crm.contentCal.aiHub,Bulk Approved,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.readyToExec,crm.contentCal.aiHub,Ready To Exec,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.needCard,crm.contentCal.aiHub,Need Card,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.totalExecBudget,crm.contentCal.aiHub,Total Exec Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.bulkExec,crm.contentCal.aiHub,Bulk Exec,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.approveAll,crm.contentCal.aiHub,Approve All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.campaignStatus,crm.contentCal.aiHub,Campaign Status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.autoRegistered,crm.contentCal.aiHub,Auto Registered,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.checkInCampaignMgr,crm.contentCal.aiHub,Check In Campaign Mgr,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.journeyAutomation,crm.contentCal.aiHub,Journey Automation,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.journeyLink,crm.contentCal.aiHub,Journey Link,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.journeyDesc,crm.contentCal.aiHub,Journey,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.attribution,crm.contentCal.aiHub,Attribution,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.attributionLink,crm.contentCal.aiHub,Attribution Link,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiHub.attributionDesc,crm.contentCal.aiHub,Attribution,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.secTitle,crm.contentCal.aiPolicy,Sec Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.secDesc,crm.contentCal.aiPolicy,Sec,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.secCode,crm.contentCal.aiPolicy,Sec Code,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.secUnlock,crm.contentCal.aiPolicy,Sec Unlock,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.syncInventory,crm.contentCal.aiPolicy,Sync Inventory,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.syncOrders,crm.contentCal.aiPolicy,Sync Orders,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.syncBudgets,crm.contentCal.aiPolicy,Sync Budgets,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.syncActiveRules,crm.contentCal.aiPolicy,Sync Active Rules,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.liveSyncStatus,crm.contentCal.aiPolicy,Live Sync Status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.policyCreated,crm.contentCal.aiPolicy,Policy Created,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.totalPolicies,crm.contentCal.aiPolicy,Total Policies,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiPolicy.highSev,crm.contentCal.aiPolicy,High Sev,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
